,uid,nprocs,run_time,exe,MPIIO_agg_perf_by_slowest,MPIIO_TOTAL_FILES,MPIIO_READ_ONLY_FILES,MPIIO_WRITE_ONLY_FILES,MPIIO_READ_WRITE_FILES,MPIIO_UNIQUE_FILES,MPIIO_SHARE_FILES,MPIIO_INDEP_OPENS,MPIIO_COLL_OPENS,MPIIO_INDEP_READS,MPIIO_INDEP_WRITES,MPIIO_COLL_READS,MPIIO_COLL_WRITES,MPIIO_SPLIT_READS,MPIIO_SPLIT_WRITES,MPIIO_NB_READS,MPIIO_NB_WRITES,MPIIO_SYNCS,MPIIO_HINTS,MPIIO_VIEWS,MPIIO_MODE,MPIIO_BYTES_READ,MPIIO_BYTES_WRITTEN,MPIIO_RW_SWITCHES,MPIIO_MAX_READ_TIME_SIZE,MPIIO_MAX_WRITE_TIME_SIZE,MPIIO_SIZE_READ_AGG_0_100,MPIIO_SIZE_READ_AGG_100_1K,MPIIO_SIZE_READ_AGG_1K_10K,MPIIO_SIZE_READ_AGG_10K_100K,MPIIO_SIZE_READ_AGG_100K_1M,MPIIO_SIZE_READ_AGG_1M_4M,MPIIO_SIZE_READ_AGG_4M_10M,MPIIO_SIZE_READ_AGG_10M_100M,MPIIO_SIZE_READ_AGG_100M_1G,MPIIO_SIZE_READ_AGG_1G_PLUS,MPIIO_SIZE_WRITE_AGG_0_100,MPIIO_SIZE_WRITE_AGG_100_1K,MPIIO_SIZE_WRITE_AGG_1K_10K,MPIIO_SIZE_WRITE_AGG_10K_100K,MPIIO_SIZE_WRITE_AGG_100K_1M,MPIIO_SIZE_WRITE_AGG_1M_4M,MPIIO_SIZE_WRITE_AGG_4M_10M,MPIIO_SIZE_WRITE_AGG_10M_100M,MPIIO_SIZE_WRITE_AGG_100M_1G,MPIIO_SIZE_WRITE_AGG_1G_PLUS,MPIIO_ACCESS1_ACCESS,MPIIO_ACCESS2_ACCESS,MPIIO_ACCESS3_ACCESS,MPIIO_ACCESS4_ACCESS,MPIIO_ACCESS1_COUNT,MPIIO_ACCESS2_COUNT,MPIIO_ACCESS3_COUNT,MPIIO_ACCESS4_COUNT,MPIIO_FASTEST_RANK,MPIIO_FASTEST_RANK_BYTES,MPIIO_SLOWEST_RANK,MPIIO_SLOWEST_RANK_BYTES
20,49294,112,14.0,/u/staff/arnoldg/ior/src/ior -f /u/staff/arnoldg/ior/iorscript,4080.048345107271,1,0,0,1,0,1,0.0,1792.0,0.0,0.0,3584.0,3584.0,0.0,0.0,0.0,0.0,0.0,896.0,0.0,2.0,30064771072.0,30064771072.0,784.0,8388608.0,8388608.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,8388608.0,0.0,0.0,0.0,7168.0,0.0,0.0,0.0,59.0,536870912.0,71.0,536870912.0
21,49294,2,1.0,/u/system/bwjenkins/hdf5-jenkins/ph5example -c,2.547980526852547,2,0,0,2,0,2,1.0,8.0,36.0,27.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,19264.0,13840.0,6.0,1160.0,2304.0,12.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2304.0,1024.0,192.0,1088.0,16.0,12.0,8.0,5.0,2.0,15984.0,0.0,17120.0
22,369814,2048,18644.0,./run,160.9010454552506,1,1,0,0,0,1,0.0,2048.0,7159808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9072702592.0,0.0,0.0,128.0,0.0,2736784.0,1523056.0,2899968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,128.0,456.0,492857.0,324866.0,149944.0,100215.0,10.0,4445376.0,1087.0,4428104.0
23,369814,2048,21785.0,./run,152.6280646007978,1,1,0,0,0,1,0.0,2048.0,7159808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9072702592.0,0.0,0.0,3784.0,0.0,2736784.0,1523056.0,2899968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8.0,128.0,456.0,492857.0,324866.0,169418.0,100215.0,35.0,4444176.0,1567.0,4423872.0
24,49294,112,15.0,/u/staff/arnoldg/ior/src/ior -f /u/staff/arnoldg/ior/iorscript,4051.756625170323,1,0,0,1,0,1,0.0,1792.0,0.0,0.0,3584.0,3584.0,0.0,0.0,0.0,0.0,0.0,896.0,0.0,2.0,30064771072.0,30064771072.0,784.0,8388608.0,8388608.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,8388608.0,0.0,0.0,0.0,7168.0,0.0,0.0,0.0,4.0,536870912.0,27.0,536870912.0
25,49294,2,0.0,/u/system/bwjenkins/hdf5-jenkins/ph5example -c,2.81323163865814,2,0,0,2,0,2,1.0,8.0,36.0,27.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,19264.0,13840.0,6.0,1160.0,2304.0,12.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2304.0,1024.0,192.0,1088.0,16.0,12.0,8.0,5.0,2.0,15984.0,0.0,17120.0
26,393082,8192,169361.0,exec parfile.par,950.8292203281922,40,1,39,0,0,40,0.0,327680.0,73749.0,10239.0,8192.0,52248576.0,0.0,0.0,0.0,0.0,32768.0,0.0,104513536.0,353.0,74645505244.0,864496430852.0,0.0,10771200.0,29346896.0,24584.0,49163.0,2.0,0.0,0.0,5.0,3693.0,4494.0,0.0,0.0,42098.0,9093.0,48382967.0,3759918.0,31971.0,20.0,14772.0,17976.0,0.0,0.0,43407872.0,31462728.0,17463984.0,37012736.0,28389550.0,17433657.0,2584137.0,2139670.0,106632.0,130518272.0,39174.0,164710552.0
27,49294,112,14.0,/u/staff/arnoldg/ior/src/ior -f /u/staff/arnoldg/ior/iorscript,4130.793482419726,1,0,0,1,0,1,0.0,1792.0,0.0,0.0,3584.0,3584.0,0.0,0.0,0.0,0.0,0.0,896.0,0.0,2.0,30064771072.0,30064771072.0,784.0,8388608.0,8388608.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,8388608.0,0.0,0.0,0.0,7168.0,0.0,0.0,0.0,7.0,536870912.0,41.0,536870912.0
28,49294,112,14.0,/u/staff/arnoldg/ior/src/ior -f /u/staff/arnoldg/ior/iorscript,3981.2228359132273,1,0,0,1,0,1,0.0,1792.0,0.0,0.0,3584.0,3584.0,0.0,0.0,0.0,0.0,0.0,896.0,0.0,2.0,30064771072.0,30064771072.0,784.0,8388608.0,8388608.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,8388608.0,0.0,0.0,0.0,7168.0,0.0,0.0,0.0,16.0,536870912.0,69.0,536870912.0
29,49294,112,15.0,/u/staff/arnoldg/ior/src/ior -f /u/staff/arnoldg/ior/iorscript,4121.881187566679,1,0,0,1,0,1,0.0,1792.0,0.0,0.0,3584.0,3584.0,0.0,0.0,0.0,0.0,0.0,896.0,0.0,2.0,30064771072.0,30064771072.0,784.0,8388608.0,8388608.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,8388608.0,0.0,0.0,0.0,7168.0,0.0,0.0,0.0,86.0,536870912.0,6.0,536870912.0
30,393082,8192,169365.0,exec parfile.par,952.8433772150189,40,1,39,0,0,40,0.0,327680.0,73749.0,10239.0,8192.0,52248576.0,0.0,0.0,0.0,0.0,32768.0,0.0,104513536.0,353.0,74645505244.0,864496430852.0,0.0,10771200.0,30220960.0,24584.0,49163.0,2.0,0.0,0.0,5.0,3693.0,4494.0,0.0,0.0,42098.0,9093.0,48382967.0,3759918.0,31971.0,20.0,14772.0,17976.0,0.0,0.0,43407872.0,31462728.0,17463984.0,37012736.0,28389550.0,17433657.0,2584137.0,2139670.0,91144.0,123118848.0,25027.0,234135168.0
31,393082,8192,169620.0,exec parfile.par,137.7774189474135,57,1,56,0,0,57,0.0,466944.0,73749.0,14752.0,8192.0,75243520.0,0.0,0.0,0.0,0.0,49152.0,0.0,150503424.0,506.0,74645505244.0,1263015998596.0,0.0,11299200.0,56426248.0,24584.0,49163.0,2.0,0.0,0.0,5.0,3693.0,4494.0,0.0,0.0,42602.0,13098.0,69692556.0,5414868.0,45996.0,30.0,22158.0,26964.0,0.0,0.0,65088512.0,47168328.0,26180784.0,50103296.0,40886314.0,25109626.0,3718101.0,3080017.0,250489.0,145084000.0,29499.0,599490340.0
32,49294,112,15.0,/u/staff/arnoldg/ior/src/ior -f /u/staff/arnoldg/ior/iorscript,3853.2954189588704,1,0,0,1,0,1,0.0,1792.0,0.0,0.0,3584.0,3584.0,0.0,0.0,0.0,0.0,0.0,896.0,0.0,2.0,30064771072.0,30064771072.0,784.0,8388608.0,8388608.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,8388608.0,0.0,0.0,0.0,7168.0,0.0,0.0,0.0,86.0,536870912.0,105.0,536870912.0
33,369814,4096,37099.0,./run,132.6218353332435,1,1,0,0,0,1,0.0,4096.0,14319616.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9072702592.0,0.0,0.0,2336.0,0.0,6972983.0,3037641.0,4308992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,64.0,16.0,224.0,1041936.0,736320.0,683642.0,452215.0,1.0,2231888.0,3519.0,2207384.0
34,49294,112,15.0,/u/staff/arnoldg/ior/src/ior -f /u/staff/arnoldg/ior/iorscript,3979.5213676791873,1,0,0,1,0,1,0.0,1792.0,0.0,0.0,3584.0,3584.0,0.0,0.0,0.0,0.0,0.0,896.0,0.0,2.0,30064771072.0,30064771072.0,784.0,8388608.0,8388608.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,8388608.0,0.0,0.0,0.0,7168.0,0.0,0.0,0.0,5.0,536870912.0,76.0,536870912.0
35,49294,112,15.0,/u/staff/arnoldg/ior/src/ior -f /u/staff/arnoldg/ior/iorscript,4017.4672054287335,1,0,0,1,0,1,0.0,1792.0,0.0,0.0,3584.0,3584.0,0.0,0.0,0.0,0.0,0.0,896.0,0.0,2.0,30064771072.0,30064771072.0,784.0,8388608.0,8388608.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,8388608.0,0.0,0.0,0.0,7168.0,0.0,0.0,0.0,98.0,536870912.0,111.0,536870912.0
36,49294,112,15.0,/u/staff/arnoldg/ior/src/ior -f /u/staff/arnoldg/ior/iorscript,4017.1271445788298,1,0,0,1,0,1,0.0,1792.0,0.0,0.0,3584.0,3584.0,0.0,0.0,0.0,0.0,0.0,896.0,0.0,2.0,30064771072.0,30064771072.0,784.0,8388608.0,8388608.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,8388608.0,0.0,0.0,0.0,7168.0,0.0,0.0,0.0,4.0,536870912.0,69.0,536870912.0
37,49294,112,14.0,/u/staff/arnoldg/ior/src/ior -f /u/staff/arnoldg/ior/iorscript,4044.6318156504262,1,0,0,1,0,1,0.0,1792.0,0.0,0.0,3584.0,3584.0,0.0,0.0,0.0,0.0,0.0,896.0,0.0,2.0,30064771072.0,30064771072.0,784.0,8388608.0,8388608.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,8388608.0,0.0,0.0,0.0,7168.0,0.0,0.0,0.0,18.0,536870912.0,27.0,536870912.0
38,393082,8192,169431.0,exec input.rad_ccsn,139.92546502120527,46,1,45,0,0,46,0.0,376832.0,73749.0,11753.0,8192.0,59916288.0,0.0,0.0,0.0,0.0,40960.0,0.0,119848960.0,407.0,74645505244.0,1022210781544.0,0.0,11299200.0,51933144.0,24584.0,49163.0,2.0,0.0,0.0,5.0,3693.0,4494.0,0.0,0.0,42270.0,10433.0,55486164.0,4311568.0,36646.0,25.0,18465.0,22470.0,0.0,0.0,54225152.0,39289928.0,21809584.0,43523456.0,32556622.0,19993029.0,2962249.0,2453231.0,202334.0,126585344.0,24805.0,510357852.0
39,393082,8192,169603.0,exec parfile.par,137.0944239213172,51,1,50,0,0,51,0.0,417792.0,73749.0,13238.0,8192.0,67575808.0,0.0,0.0,0.0,0.0,40960.0,0.0,135168000.0,452.0,74645505244.0,1105301647904.0,0.0,11299200.0,57349664.0,24584.0,49163.0,2.0,0.0,0.0,5.0,3693.0,4494.0,0.0,0.0,42430.0,11758.0,62589359.0,4863218.0,41321.0,25.0,18465.0,22470.0,0.0,0.0,54271232.0,39341128.0,21835184.0,43592576.0,36719242.0,22550254.0,3339989.0,2766456.0,233748.0,144394864.0,17396.0,596636060.0
40,342094,4096,2575.0,./nek5000 ,331.38899293052935,3,2,1,0,0,3,0.0,16384.0,0.0,0.0,49152.0,45056.0,0.0,0.0,0.0,0.0,0.0,0.0,110592.0,9.0,10382225664.0,8269082376.0,0.0,778276.0,752328.0,8192.0,12288.0,0.0,4096.0,24576.0,0.0,0.0,0.0,0.0,0.0,8191.0,12289.0,8192.0,0.0,16384.0,0.0,0.0,0.0,0.0,0.0,1003112.0,505044.0,771592.0,18432.0,25664.0,14264.0,9824.0,7504.0,841.0,4567664.0,0.0,4567600.0
41,393901,352,145.0,./3DNS ,10.385305948196546,2,2,0,0,0,2,0.0,704.0,40332032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0,4.0,596308256.0,0.0,0.0,32.0,0.0,40332032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,16.0,20.0,96.0,17429496.0,11619664.0,7178092.0,1368260.0,437.0,1737168.0,563.0,1644392.0
42,369814,4096,83441.0,./run,3.0391495163784317,2,1,1,0,0,2,0.0,12288.0,14319616.0,14827520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9072702592.0,83024893808.0,0.0,2288.0,8.0,6972983.0,3037641.0,4308992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6792759.0,2824649.0,4128768.0,738678.0,342666.0,0.0,0.0,0.0,0.0,0.0,16.0,128.0,32.0,448.0,2093646.0,1335539.0,1251182.0,818177.0,4118.0,22488768.0,2508.0,22494808.0
43,49294,112,14.0,/u/staff/arnoldg/ior/src/ior -f /u/staff/arnoldg/ior/iorscript,4185.303233305356,1,0,0,1,0,1,0.0,1792.0,0.0,0.0,3584.0,3584.0,0.0,0.0,0.0,0.0,0.0,896.0,0.0,2.0,30064771072.0,30064771072.0,784.0,8388608.0,8388608.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,8388608.0,0.0,0.0,0.0,7168.0,0.0,0.0,0.0,98.0,536870912.0,104.0,536870912.0
44,393901,2048,555.0,./3DNS ,58.02713238831977,2,2,0,0,0,2,0.0,4096.0,40654840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,4.0,589981120.0,0.0,0.0,32.0,0.0,40654840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,16.0,20.0,96.0,17679996.0,11786664.0,7217044.0,1323712.0,2627.0,297464.0,562.0,279288.0
45,49294,112,15.0,/u/staff/arnoldg/ior/src/ior -f /u/staff/arnoldg/ior/iorscript,3843.4967805515535,1,0,0,1,0,1,0.0,1792.0,0.0,0.0,3584.0,3584.0,0.0,0.0,0.0,0.0,0.0,896.0,0.0,2.0,30064771072.0,30064771072.0,784.0,8388608.0,8388608.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,8388608.0,0.0,0.0,0.0,7168.0,0.0,0.0,0.0,44.0,536870912.0,90.0,536870912.0
46,49294,112,15.0,/u/staff/arnoldg/ior/src/ior -f /u/staff/arnoldg/ior/iorscript,3966.4705774596487,1,0,0,1,0,1,0.0,1792.0,0.0,0.0,3584.0,3584.0,0.0,0.0,0.0,0.0,0.0,896.0,0.0,2.0,30064771072.0,30064771072.0,784.0,8388608.0,8388608.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,8388608.0,0.0,0.0,0.0,7168.0,0.0,0.0,0.0,86.0,536870912.0,6.0,536870912.0
47,49294,112,14.0,/u/staff/arnoldg/ior/src/ior -f /u/staff/arnoldg/ior/iorscript,4213.395876590005,1,0,0,1,0,1,0.0,1792.0,0.0,0.0,3584.0,3584.0,0.0,0.0,0.0,0.0,0.0,896.0,0.0,2.0,30064771072.0,30064771072.0,784.0,8388608.0,8388608.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,8388608.0,0.0,0.0,0.0,7168.0,0.0,0.0,0.0,61.0,536870912.0,6.0,536870912.0
48,328444,10240,7270.0,converge-bluewaters-craympich-3.0.9-custom super,2490.3109501483846,7,1,6,0,0,7,0.0,71680.0,1054720.0,367.0,399360.0,1894400.0,0.0,0.0,0.0,0.0,20480.0,4628480.0,4567040.0,180.0,6367464816640.0,222907434880.0,0.0,15942912.0,1109381.0,30720.0,1013760.0,10240.0,0.0,0.0,0.0,0.0,399360.0,0.0,0.0,386836.0,989.0,11486.0,178620.0,1316836.0,0.0,0.0,0.0,0.0,0.0,577973.0,16519456.0,576616.0,576160.0,819454.0,399614.0,174334.0,30974.0,29313.0,643720777.0,14210.0,643844221.0
49,393901,2048,66.0,./3DNS ,57.59234297871377,2,2,0,0,0,2,0.0,4096.0,41981858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,4.0,609506864.0,0.0,0.0,56.0,0.0,41981858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,16.0,20.0,96.0,18254409.0,12169606.0,7453063.0,1368260.0,2318.0,306408.0,1467.0,287664.0
50,49294,112,14.0,/u/staff/arnoldg/ior/src/ior -f /u/staff/arnoldg/ior/iorscript,4180.092530977012,1,0,0,1,0,1,0.0,1792.0,0.0,0.0,3584.0,3584.0,0.0,0.0,0.0,0.0,0.0,896.0,0.0,2.0,30064771072.0,30064771072.0,784.0,8388608.0,8388608.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,8388608.0,0.0,0.0,0.0,7168.0,0.0,0.0,0.0,46.0,536870912.0,31.0,536870912.0
51,393901,2048,64.0,./3DNS ,57.32543324718211,2,2,0,0,0,2,0.0,4096.0,40654840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,4.0,589981120.0,0.0,0.0,20.0,0.0,40654840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,16.0,20.0,96.0,17679996.0,11786664.0,7217044.0,1323712.0,2669.0,285864.0,1077.0,281160.0
52,49294,112,31.0,/u/staff/arnoldg/ior/src/ior -f /u/staff/arnoldg/ior/iorscript,1888.8676920487983,1,0,0,1,0,1,0.0,1792.0,0.0,0.0,3584.0,3584.0,0.0,0.0,0.0,0.0,0.0,896.0,0.0,2.0,30064771072.0,30064771072.0,784.0,8388608.0,8388608.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3584.0,0.0,0.0,0.0,8388608.0,0.0,0.0,0.0,7168.0,0.0,0.0,0.0,46.0,536870912.0,7.0,536870912.0
