,clusters,silhouette
0,212,0.21266174690828565
1,154,0.22211299709829238
2,4,0.1778503312684675
3,13,0.14258349601973422
4,17,0.14718377419438225
5,18,0.14339624056545633
6,18,0.23074391268212313
7,11,0.18496486739339685
8,5,0.18783005814578205
9,6,0.19028003868684618
10,4,0.1986925659573323
