,clusters,dbi
0,145,1.498212215573566
1,134,1.497771386425841
2,122,1.4201151810741863
3,115,1.433081699652509
4,110,1.4220930733718402
5,101,1.5335295479873459
6,93,1.5931439168094756
7,81,1.6771063510146555
8,74,1.771835450337901
9,63,1.9456315349549915
10,53,1.7053265614118298
11,42,1.9301986410066716
12,32,1.7150296486675995
13,22,2.022129094186154
14,12,2.737920298733355
15,5,3.073414515301312
16,2,4.15237891427024
