,clusters,dbi
0,164,1.1255906344058781
1,115,1.1681243110071113
2,74,1.2099411228984753
3,49,1.2620410856128772
4,32,1.323265261502838
5,27,1.4365107524468168
6,19,1.533501692428665
7,10,1.4886685004006108
8,7,1.5075346314031073
9,6,1.451324869102678
10,4,1.6161699186708354
