,clusters,vi
0,145,-1.0
1,134,0.8959793737465598
2,122,0.8524588653272648
3,115,0.8114354013968113
4,110,0.3517857284279564
5,101,0.7592859923571649
6,93,0.5825530808942935
7,81,1.0074450971500983
8,74,0.8179820658559958
9,63,1.256152297457252
10,53,1.6312411811810474
11,42,1.4954583426094585
12,32,1.8533698949370323
13,22,1.8329035081283407
14,12,2.6724038661317344
15,5,2.697959416000021
16,2,2.3592240556669335
