,clusters,silhouette
0,164,0.4140890647661517
1,115,0.39697128119881975
2,74,0.3605574358157994
3,49,0.3239558108866684
4,32,0.3051150451239653
5,27,0.2831023562706535
6,19,0.26184889502529624
7,10,0.25438453631805447
8,7,0.23112568015158746
9,6,0.2203335429783302
10,4,0.19487120040410127
