,clusters,silhouette
0,164,0.3754046278619413
1,115,0.34709726748596553
2,74,0.304149140731838
3,49,0.2716129881107864
4,32,0.21945140403048807
5,27,0.2000170570017817
6,19,0.18670571594663787
7,10,0.12107962553779708
8,7,0.13748398087848585
9,6,0.13805836156039766
10,4,0.08761769592601902
