,clusters,dbi
0,145,1.1382789639054318
1,134,1.151976222589784
2,122,1.1303964266592312
3,115,1.1681243110071193
4,110,1.1528023940894492
5,101,1.1370173072452268
6,93,1.2214131922531288
7,81,1.2039940764280064
8,74,1.2099411228984773
9,63,1.2165683038607809
10,53,1.270899733012581
11,42,1.2446838911026727
12,32,1.3232652615028389
13,22,1.4870409209336193
14,12,1.6102675646729712
15,5,1.5536356755628806
16,2,1.7576692672348357
