,clusters,vi
0,164,-1
1,115,1.3587362080870748
2,74,1.4446629383281346
3,49,1.3829210096023128
4,32,1.5934521811611337
5,27,1.346492309893708
6,19,1.7356745321495277
7,10,1.7916022828132323
8,7,0.9840238211867472
9,6,1.0427039804701248
10,4,1.4073036542880946
