,clusters,silhouette
0,145,0.41971201551008314
1,134,0.4134470203752624
2,122,0.4064982056555499
3,115,0.3969712811822406
4,110,0.4037352863613477
5,101,0.3867144369260463
6,93,0.37619516111262735
7,81,0.3596880051586351
8,74,0.36055743580536415
9,63,0.3687420776108095
10,53,0.32524433954281834
11,42,0.33396213079017567
12,32,0.3051150451136016
13,22,0.26433056476645916
14,12,0.25290008739765474
15,5,0.22549322918232065
16,2,0.19251418754279176
