,eps,clusters,silhouette
0,5.0,164,-0.12942850823026184
1,5.5,115,-0.21261224735576673
2,6.0,74,-0.2838836493305508
3,6.5,49,-0.2950644280823379
4,7.0,32,-0.2820954088709315
5,7.5,27,-0.2826295778907515
6,8.0,19,-0.24502604098250316
7,8.5,10,-0.11930389035148578
8,9.0,7,-0.04085302447693382
9,9.5,6,0.04550645708074051
10,10.0,4,0.07429252089804868
