,eps,clusters,silhouette
0,5.0,164,1.4495867953615285
1,5.5,115,1.4773847312844255
2,6.0,74,1.4651992196966592
3,6.5,49,1.5007788374260485
4,7.0,32,1.4701444173363087
5,7.5,27,1.5423737968212958
6,8.0,19,1.6182367428122362
7,8.5,10,1.8336483007806583
8,9.0,7,1.9078471079329633
9,9.5,6,1.8658592735876203
10,10.0,4,2.5753998014873623
